"location","item","element","Unit","Date","Value"
"Eritrea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","917.153342"
"Eritrea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","1034.886494"
"Eritrea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","1130.730086"
"Eritrea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","1234.413148"
"Eritrea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","1433.663554"
"Eritrea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","1584.32179"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","3160.415967"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","2974.263265"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","2200.006332"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","3064.040788"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","3585.18125"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","3536.023523"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","4582.43271"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","4782.680988"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","4344.008737"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","3711.182637"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","3990.343419"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","4141.389053"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","4709.496375"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","4958.197666"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","6251.451085"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","6952.844752"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","8181.304845"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","9829.852381"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","9577.376918"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","9715.646326"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","9854.286824"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","11809.800937"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","11631.351773"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","12254.940668"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","12162.705232"
"Kenya","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","12328.045423"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","81.994213"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","74.553838"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","84.710764"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","78.033677"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","94.186098"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","77.437777"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","82.060911"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","87.940205"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","95.525045"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","101.213381"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","104.930351"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","97.723046"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","116.697806"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","142.515362"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","149.486277"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","132.857707"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","133.330737"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","189.947966"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","228.236693"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","259.788735"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","191.802202"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","211.308197"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","207.810642"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","148.682091"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","169.851904"
"Gambia","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","182.944551"
"Comoros","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","3.621521"
"Comoros","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","19.446667"
"Comoros","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","23.073016"
"Comoros","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","24.613683"
"Comoros","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","23.129904"
"Comoros","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","28.473507"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","135.662924"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","169.390453"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","140.22055"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","116.223112"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","164.809525"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","134.460982"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","121.602488"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","140.368741"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","157.20937"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","163.097083"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","158.645609"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","164.693571"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","216.980783"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","231.432771"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","236.386869"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","256.203496"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","299.183354"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","288.755741"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","290.558684"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","258.782583"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","271.156091"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","287.39198"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","292.458238"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","248.301631"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","196.008358"
"Cabo Verde","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","190.997637"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","4000.382428"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","4953.503381"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","4492.211867"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","2978.904894"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","4064.766085"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","3413.78375"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","3262.139317"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","3381.682343"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","3257.288951"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","3246.457628"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","3122.786453"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","3768.649482"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","4680.689091"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","3658.35342"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","4306.680414"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","4729.329718"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","5119.802595"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","6619.084427"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","6779.777653"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","8862.425864"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","9538.300296"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","8678.616747"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","9606.761641"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","10046.111413"
"Côte d'Ivoire","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","7275.347997"
